,country,year,gender,age,suicides_no,population,suicides_100k_pop,gdp_for_year,gdp_per_capita
0,Albania,1987,male,15-24 years,21.0,312900,6.71,"2,15,66,24,900",796.0
1,Albania,1987,male,35-54 years,16.0,308000,5.19,"2,15,66,24,900",796.0
2,Albania,1987,female,15-24 years,14.0,289700,4.83,"2,15,66,24,900",796.0
3,Albania,1987,male,75+ years,1.0,21800,4.59,"2,15,66,24,900",796.0
4,Albania,1987,male,25-34 years,9.0,274300,3.28,"2,15,66,24,900",796.0
5,Albania,1987,female,75+ years,1.0,35600,2.81,"2,15,66,24,900",796.0
6,Albania,1987,female,35-54 years,6.0,278800,2.15,"2,15,66,24,900",796.0
7,Albania,1987,female,25-34 years,4.0,257200,1.56,"2,15,66,24,900",796.0
8,Albania,1987,male,55-74 years,1.0,137500,0.73,"2,15,66,24,900",796.0
9,Albania,1987,female,05-14 years,0.0,311000,0.0,"2,15,66,24,900",796.0
10,Albania,1987,female,55-74 years,0.0,144600,0.0,"2,15,66,24,900",796.0
11,Albania,1987,male,05-14 years,0.0,338200,0.0,"2,15,66,24,900",796.0
12,Albania,1988,female,75+ years,2.0,36400,5.49,"2,12,60,00,000",769.0
13,Albania,1988,male,15-24 years,17.0,319200,5.33,"2,12,60,00,000",769.0
14,Albania,1988,male,75+ years,1.0,22300,4.48,"2,12,60,00,000",769.0
15,Albania,1988,male,35-54 years,14.0,314100,4.46,"2,12,60,00,000",769.0
16,Albania,1988,male,55-74 years,4.0,140200,2.85,"2,12,60,00,000",769.0
17,Albania,1988,female,15-24 years,8.0,295600,2.71,"2,12,60,00,000",769.0
18,Albania,1988,female,55-74 years,3.0,147500,2.03,"2,12,60,00,000",769.0
19,Albania,1988,female,25-34 years,5.0,262400,1.91,"2,12,60,00,000",769.0
20,Albania,1988,male,25-34 years,5.0,279900,1.79,"2,12,60,00,000",769.0
21,Albania,1988,female,35-54 years,4.0,284500,1.41,"2,12,60,00,000",769.0
22,Albania,1988,female,05-14 years,0.0,317200,0.0,"2,12,60,00,000",769.0
23,Albania,1988,male,05-14 years,0.0,345000,0.0,"2,12,60,00,000",769.0
24,Albania,1989,male,75+ years,2.0,22500,8.89,"2,33,51,24,988",833.0
25,Albania,1989,male,25-34 years,18.0,283600,6.35,"2,33,51,24,988",833.0
26,Albania,1989,male,35-54 years,15.0,318400,4.71,"2,33,51,24,988",833.0
27,Albania,1989,male,55-74 years,6.0,142100,4.22,"2,33,51,24,988",833.0
28,Albania,1989,male,15-24 years,12.0,323500,3.71,"2,33,51,24,988",833.0
29,Albania,1989,female,35-54 years,7.0,288600,2.43,"2,33,51,24,988",833.0
30,Albania,1989,female,15-24 years,5.0,299900,1.67,"2,33,51,24,988",833.0
31,Albania,1989,female,25-34 years,2.0,266300,0.75,"2,33,51,24,988",833.0
32,Albania,1989,female,55-74 years,1.0,149600,0.67,"2,33,51,24,988",833.0
33,Albania,1989,female,05-14 years,0.0,321900,0.0,"2,33,51,24,988",833.0
34,Albania,1989,female,75+ years,0.0,37000,0.0,"2,33,51,24,988",833.0
35,Albania,1989,male,05-14 years,0.0,349700,0.0,"2,33,51,24,988",833.0
36,Albania,1992,male,35-54 years,12.0,343800,3.49,"70,94,52,584",251.0
37,Albania,1992,male,15-24 years,9.0,263700,3.41,"70,94,52,584",251.0
38,Albania,1992,male,55-74 years,5.0,159500,3.13,"70,94,52,584",251.0
39,Albania,1992,male,25-34 years,7.0,245500,2.85,"70,94,52,584",251.0
40,Albania,1992,female,15-24 years,7.0,292400,2.39,"70,94,52,584",251.0
41,Albania,1992,female,25-34 years,4.0,267400,1.5,"70,94,52,584",251.0
42,Albania,1992,female,35-54 years,2.0,323100,0.62,"70,94,52,584",251.0
43,Albania,1992,female,55-74 years,1.0,164900,0.61,"70,94,52,584",251.0
44,Albania,1992,female,05-14 years,0.0,336700,0.0,"70,94,52,584",251.0
45,Albania,1992,female,75+ years,0.0,38700,0.0,"70,94,52,584",251.0
46,Albania,1992,male,05-14 years,0.0,362900,0.0,"70,94,52,584",251.0
47,Albania,1992,male,75+ years,0.0,23900,0.0,"70,94,52,584",251.0
48,Albania,1993,male,15-24 years,18.0,243300,7.4,"1,22,80,71,038",437.0
49,Albania,1993,male,55-74 years,7.0,165000,4.24,"1,22,80,71,038",437.0
50,Albania,1993,male,75+ years,1.0,24200,4.13,"1,22,80,71,038",437.0
51,Albania,1993,male,25-34 years,9.0,230100,3.91,"1,22,80,71,038",437.0
52,Albania,1993,female,15-24 years,10.0,285300,3.51,"1,22,80,71,038",437.0
53,Albania,1993,male,35-54 years,10.0,350300,2.85,"1,22,80,71,038",437.0
54,Albania,1993,female,25-34 years,7.0,261800,2.67,"1,22,80,71,038",437.0
55,Albania,1993,female,35-54 years,7.0,331200,2.11,"1,22,80,71,038",437.0
56,Albania,1993,female,55-74 years,2.0,169500,1.18,"1,22,80,71,038",437.0
57,Albania,1993,female,05-14 years,1.0,340300,0.29,"1,22,80,71,038",437.0
58,Albania,1993,male,05-14 years,1.0,367000,0.27,"1,22,80,71,038",437.0
59,Albania,1993,female,75+ years,0.0,39300,0.0,"1,22,80,71,038",437.0
60,Albania,1994,male,75+ years,2.0,24600,8.13,"1,98,56,73,798",697.0
61,Albania,1994,male,55-74 years,11.0,171400,6.42,"1,98,56,73,798",697.0
62,Albania,1994,female,75+ years,2.0,39900,5.01,"1,98,56,73,798",697.0
63,Albania,1994,male,25-34 years,6.0,231400,2.59,"1,98,56,73,798",697.0
64,Albania,1994,male,35-54 years,9.0,362800,2.48,"1,98,56,73,798",697.0
65,Albania,1994,male,15-24 years,6.0,242200,2.48,"1,98,56,73,798",697.0
66,Albania,1994,female,15-24 years,6.0,282600,2.12,"1,98,56,73,798",697.0
67,Albania,1994,female,25-34 years,4.0,261100,1.53,"1,98,56,73,798",697.0
68,Albania,1994,female,35-54 years,2.0,342500,0.58,"1,98,56,73,798",697.0
69,Albania,1994,female,55-74 years,1.0,174600,0.57,"1,98,56,73,798",697.0
70,Albania,1994,male,05-14 years,1.0,371800,0.27,"1,98,56,73,798",697.0
71,Albania,1994,female,05-14 years,0.0,344400,0.0,"1,98,56,73,798",697.0
72,Albania,1995,male,25-34 years,13.0,232900,5.58,"2,42,44,99,009",835.0
73,Albania,1995,male,55-74 years,9.0,178000,5.06,"2,42,44,99,009",835.0
74,Albania,1995,female,75+ years,2.0,40800,4.9,"2,42,44,99,009",835.0
75,Albania,1995,female,15-24 years,13.0,283500,4.59,"2,42,44,99,009",835.0
76,Albania,1995,male,15-24 years,11.0,241200,4.56,"2,42,44,99,009",835.0
77,Albania,1995,male,75+ years,1.0,25100,3.98,"2,42,44,99,009",835.0
78,Albania,1995,male,35-54 years,14.0,375900,3.72,"2,42,44,99,009",835.0
79,Albania,1995,female,25-34 years,7.0,264000,2.65,"2,42,44,99,009",835.0
80,Albania,1995,female,35-54 years,8.0,356400,2.24,"2,42,44,99,009",835.0
81,Albania,1995,male,05-14 years,6.0,376500,1.59,"2,42,44,99,009",835.0
82,Albania,1995,female,55-74 years,2.0,180400,1.11,"2,42,44,99,009",835.0
83,Albania,1995,female,05-14 years,2.0,348700,0.57,"2,42,44,99,009",835.0
84,Albania,1996,male,75+ years,2.0,25400,7.87,"3,31,48,98,292",1127.0
85,Albania,1996,male,15-24 years,17.0,243600,6.98,"3,31,48,98,292",1127.0
86,Albania,1996,male,25-34 years,14.0,235300,5.95,"3,31,48,98,292",1127.0
87,Albania,1996,female,15-24 years,16.0,287700,5.56,"3,31,48,98,292",1127.0
88,Albania,1996,female,75+ years,2.0,41200,4.85,"3,31,48,98,292",1127.0
89,Albania,1996,female,25-34 years,10.0,267900,3.73,"3,31,48,98,292",1127.0
90,Albania,1996,male,35-54 years,12.0,379600,3.16,"3,31,48,98,292",1127.0
91,Albania,1996,female,35-54 years,9.0,362000,2.49,"3,31,48,98,292",1127.0
92,Albania,1996,male,55-74 years,3.0,179900,1.67,"3,31,48,98,292",1127.0
93,Albania,1996,female,55-74 years,1.0,183100,0.55,"3,31,48,98,292",1127.0
94,Albania,1996,male,05-14 years,2.0,380400,0.53,"3,31,48,98,292",1127.0
95,Albania,1996,female,05-14 years,1.0,354100,0.28,"3,31,48,98,292",1127.0
96,Albania,1997,male,25-34 years,36.0,236000,15.25,"2,35,99,03,108",793.0
97,Albania,1997,male,15-24 years,33.0,244400,13.5,"2,35,99,03,108",793.0
98,Albania,1997,male,75+ years,3.0,25400,11.81,"2,35,99,03,108",793.0
99,Albania,1997,male,35-54 years,30.0,380800,7.88,"2,35,99,03,108",793.0
100,Albania,1997,female,15-24 years,21.0,294000,7.14,"2,35,99,03,108",793.0
101,Albania,1997,male,55-74 years,12.0,180300,6.66,"2,35,99,03,108",793.0
102,Albania,1997,female,25-34 years,16.0,273900,5.84,"2,35,99,03,108",793.0
103,Albania,1997,female,75+ years,2.0,42100,4.75,"2,35,99,03,108",793.0
104,Albania,1997,female,35-54 years,7.0,370100,1.89,"2,35,99,03,108",793.0
105,Albania,1997,female,05-14 years,6.0,361800,1.66,"2,35,99,03,108",793.0
106,Albania,1997,male,05-14 years,4.0,381500,1.05,"2,35,99,03,108",793.0
107,Albania,1997,female,55-74 years,0.0,187000,0.0,"2,35,99,03,108",793.0
108,Albania,1998,male,75+ years,3.0,25800,11.63,"2,70,71,23,772",899.0
109,Albania,1998,male,15-24 years,27.0,248800,10.85,"2,70,71,23,772",899.0
110,Albania,1998,female,15-24 years,32.0,295600,10.83,"2,70,71,23,772",899.0
111,Albania,1998,male,25-34 years,26.0,240400,10.82,"2,70,71,23,772",899.0
112,Albania,1998,male,35-54 years,29.0,388200,7.47,"2,70,71,23,772",899.0
113,Albania,1998,male,55-74 years,9.0,183800,4.9,"2,70,71,23,772",899.0
114,Albania,1998,female,25-34 years,10.0,275300,3.63,"2,70,71,23,772",899.0
115,Albania,1998,female,55-74 years,6.0,188200,3.19,"2,70,71,23,772",899.0
116,Albania,1998,female,35-54 years,9.0,372100,2.42,"2,70,71,23,772",899.0
117,Albania,1998,male,05-14 years,2.0,388400,0.51,"2,70,71,23,772",899.0
118,Albania,1998,female,05-14 years,1.0,363800,0.27,"2,70,71,23,772",899.0
119,Albania,1998,female,75+ years,0.0,42300,0.0,"2,70,71,23,772",899.0
120,Albania,1999,male,75+ years,3.0,25900,11.58,"3,41,47,60,915",1127.0
121,Albania,1999,male,15-24 years,24.0,250600,9.58,"3,41,47,60,915",1127.0
122,Albania,1999,female,75+ years,4.0,42400,9.43,"3,41,47,60,915",1127.0
123,Albania,1999,male,35-54 years,31.0,391100,7.93,"3,41,47,60,915",1127.0
124,Albania,1999,male,25-34 years,19.0,242300,7.84,"3,41,47,60,915",1127.0
125,Albania,1999,male,55-74 years,14.0,185200,7.56,"3,41,47,60,915",1127.0
126,Albania,1999,female,15-24 years,19.0,296800,6.4,"3,41,47,60,915",1127.0
127,Albania,1999,female,25-34 years,13.0,276500,4.7,"3,41,47,60,915",1127.0
128,Albania,1999,female,55-74 years,6.0,188800,3.18,"3,41,47,60,915",1127.0
129,Albania,1999,female,35-54 years,5.0,373600,1.34,"3,41,47,60,915",1127.0
130,Albania,1999,female,05-14 years,1.0,365200,0.27,"3,41,47,60,915",1127.0
131,Albania,1999,male,05-14 years,0.0,391300,0.0,"3,41,47,60,915",1127.0
132,Albania,2000,male,25-34 years,17.0,232000,7.33,"3,63,20,43,908",1299.0
133,Albania,2000,male,55-74 years,10.0,177400,5.64,"3,63,20,43,908",1299.0
134,Albania,2000,female,75+ years,2.0,37800,5.29,"3,63,20,43,908",1299.0
135,Albania,2000,male,75+ years,1.0,24900,4.02,"3,63,20,43,908",1299.0
136,Albania,2000,female,15-24 years,6.0,263900,2.27,"3,63,20,43,908",1299.0
137,Albania,2000,male,15-24 years,5.0,240000,2.08,"3,63,20,43,908",1299.0
138,Albania,2000,female,35-54 years,5.0,332200,1.51,"3,63,20,43,908",1299.0
139,Albania,2000,female,25-34 years,3.0,245800,1.22,"3,63,20,43,908",1299.0
140,Albania,2000,male,35-54 years,4.0,374700,1.07,"3,63,20,43,908",1299.0
141,Albania,2000,male,05-14 years,1.0,374900,0.27,"3,63,20,43,908",1299.0
142,Albania,2000,female,05-14 years,0.0,324700,0.0,"3,63,20,43,908",1299.0
143,Albania,2000,female,55-74 years,0.0,168000,0.0,"3,63,20,43,908",1299.0
144,Albania,2001,male,25-34 years,22.0,206484,10.65,"4,06,07,58,804",1451.0
145,Albania,2001,male,35-54 years,34.0,378826,8.98,"4,06,07,58,804",1451.0
146,Albania,2001,male,55-74 years,11.0,196670,5.59,"4,06,07,58,804",1451.0
147,Albania,2001,female,75+ years,2.0,47254,4.23,"4,06,07,58,804",1451.0
148,Albania,2001,male,15-24 years,10.0,256039,3.91,"4,06,07,58,804",1451.0
149,Albania,2001,female,15-24 years,9.0,271359,3.32,"4,06,07,58,804",1451.0
150,Albania,2001,female,35-54 years,12.0,370191,3.24,"4,06,07,58,804",1451.0
151,Albania,2001,male,75+ years,1.0,31044,3.22,"4,06,07,58,804",1451.0
152,Albania,2001,female,55-74 years,6.0,189799,3.16,"4,06,07,58,804",1451.0
153,Albania,2001,male,05-14 years,6.0,321556,1.87,"4,06,07,58,804",1451.0
154,Albania,2001,female,25-34 years,4.0,222771,1.8,"4,06,07,58,804",1451.0
155,Albania,2001,female,05-14 years,2.0,307356,0.65,"4,06,07,58,804",1451.0
156,Albania,2002,male,75+ years,4.0,31007,12.9,"4,43,50,78,648",1573.0
157,Albania,2002,male,25-34 years,23.0,206286,11.15,"4,43,50,78,648",1573.0
158,Albania,2002,male,35-54 years,35.0,382139,9.16,"4,43,50,78,648",1573.0
159,Albania,2002,male,55-74 years,13.0,198130,6.56,"4,43,50,78,648",1573.0
160,Albania,2002,male,15-24 years,15.0,263067,5.7,"4,43,50,78,648",1573.0
161,Albania,2002,female,15-24 years,14.0,275970,5.07,"4,43,50,78,648",1573.0
162,Albania,2002,female,35-54 years,15.0,375113,4.0,"4,43,50,78,648",1573.0
163,Albania,2002,female,25-34 years,7.0,223685,3.13,"4,43,50,78,648",1573.0
164,Albania,2002,female,75+ years,1.0,47407,2.11,"4,43,50,78,648",1573.0
165,Albania,2002,female,55-74 years,4.0,191712,2.09,"4,43,50,78,648",1573.0
166,Albania,2002,female,05-14 years,1.0,304850,0.33,"4,43,50,78,648",1573.0
167,Albania,2002,male,05-14 years,1.0,319473,0.31,"4,43,50,78,648",1573.0
168,Albania,2003,female,75+ years,6.0,49088,12.22,"5,74,69,45,913",2021.0
169,Albania,2003,male,55-74 years,16.0,201520,7.94,"5,74,69,45,913",2021.0
170,Albania,2003,male,35-54 years,28.0,386196,7.25,"5,74,69,45,913",2021.0
171,Albania,2003,male,15-24 years,15.0,273235,5.49,"5,74,69,45,913",2021.0
172,Albania,2003,female,15-24 years,14.0,283709,4.93,"5,74,69,45,913",2021.0
173,Albania,2003,female,55-74 years,9.0,195699,4.6,"5,74,69,45,913",2021.0
174,Albania,2003,male,25-34 years,9.0,205433,4.38,"5,74,69,45,913",2021.0
175,Albania,2003,female,25-34 years,9.0,222941,4.04,"5,74,69,45,913",2021.0
176,Albania,2003,female,35-54 years,13.0,381760,3.41,"5,74,69,45,913",2021.0
177,Albania,2003,male,75+ years,1.0,32667,3.06,"5,74,69,45,913",2021.0
178,Albania,2003,male,05-14 years,4.0,313204,1.28,"5,74,69,45,913",2021.0
179,Albania,2003,female,05-14 years,0.0,298477,0.0,"5,74,69,45,913",2021.0
180,Albania,2004,male,75+ years,4.0,35526,11.26,"7,31,48,65,176",2544.0
181,Albania,2004,male,35-54 years,39.0,391767,9.95,"7,31,48,65,176",2544.0
182,Albania,2004,male,25-34 years,16.0,203938,7.85,"7,31,48,65,176",2544.0
183,Albania,2004,female,15-24 years,20.0,292268,6.84,"7,31,48,65,176",2544.0
184,Albania,2004,male,15-24 years,19.0,286768,6.63,"7,31,48,65,176",2544.0
185,Albania,2004,female,75+ years,3.0,50970,5.89,"7,31,48,65,176",2544.0
186,Albania,2004,female,25-34 years,11.0,222389,4.95,"7,31,48,65,176",2544.0
187,Albania,2004,male,55-74 years,10.0,207202,4.83,"7,31,48,65,176",2544.0
188,Albania,2004,female,35-54 years,17.0,391436,4.34,"7,31,48,65,176",2544.0
189,Albania,2004,female,55-74 years,3.0,203841,1.47,"7,31,48,65,176",2544.0
190,Albania,2004,female,05-14 years,3.0,286705,1.05,"7,31,48,65,176",2544.0
191,Albania,2004,male,05-14 years,1.0,302181,0.33,"7,31,48,65,176",2544.0
192,Albania,2005,female,15-24 years,0.0,281922,0.0,"8,15,85,48,717",2931.0
193,Albania,2005,female,25-34 years,0.0,190745,0.0,"8,15,85,48,717",2931.0
194,Albania,2005,female,35-54 years,0.0,386513,0.0,"8,15,85,48,717",2931.0
195,Albania,2005,female,05-14 years,0.0,276559,0.0,"8,15,85,48,717",2931.0
196,Albania,2005,female,55-74 years,0.0,210998,0.0,"8,15,85,48,717",2931.0
197,Albania,2005,female,75+ years,0.0,53191,0.0,"8,15,85,48,717",2931.0
198,Albania,2005,male,15-24 years,0.0,281675,0.0,"8,15,85,48,717",2931.0
199,Albania,2005,male,25-34 years,0.0,177519,0.0,"8,15,85,48,717",2931.0
200,Albania,2005,male,35-54 years,0.0,380242,0.0,"8,15,85,48,717",2931.0
201,Albania,2005,male,05-14 years,0.0,291367,0.0,"8,15,85,48,717",2931.0
202,Albania,2005,male,55-74 years,0.0,214118,0.0,"8,15,85,48,717",2931.0
203,Albania,2005,male,75+ years,0.0,38471,0.0,"8,15,85,48,717",2931.0
204,Albania,2006,female,15-24 years,0.0,283138,0.0,"8,99,26,42,349",3235.0
205,Albania,2006,female,25-34 years,0.0,186391,0.0,"8,99,26,42,349",3235.0
206,Albania,2006,female,35-54 years,0.0,388746,0.0,"8,99,26,42,349",3235.0
207,Albania,2006,female,05-14 years,0.0,267316,0.0,"8,99,26,42,349",3235.0
208,Albania,2006,female,55-74 years,0.0,215907,0.0,"8,99,26,42,349",3235.0
209,Albania,2006,female,75+ years,0.0,56011,0.0,"8,99,26,42,349",3235.0
210,Albania,2006,male,15-24 years,0.0,286679,0.0,"8,99,26,42,349",3235.0
211,Albania,2006,male,25-34 years,0.0,174092,0.0,"8,99,26,42,349",3235.0
212,Albania,2006,male,35-54 years,0.0,379076,0.0,"8,99,26,42,349",3235.0
213,Albania,2006,male,05-14 years,0.0,282678,0.0,"8,99,26,42,349",3235.0
214,Albania,2006,male,55-74 years,0.0,219360,0.0,"8,99,26,42,349",3235.0
215,Albania,2006,male,75+ years,0.0,40782,0.0,"8,99,26,42,349",3235.0
216,Albania,2007,male,75+ years,8.0,42366,18.88,"10,70,10,11,897",3863.0
217,Albania,2007,male,35-54 years,29.0,378626,7.66,"10,70,10,11,897",3863.0
218,Albania,2007,male,55-74 years,14.0,224160,6.25,"10,70,10,11,897",3863.0
219,Albania,2007,female,75+ years,3.0,57404,5.23,"10,70,10,11,897",3863.0
220,Albania,2007,male,25-34 years,9.0,172494,5.22,"10,70,10,11,897",3863.0
221,Albania,2007,female,15-24 years,13.0,281080,4.63,"10,70,10,11,897",3863.0
222,Albania,2007,male,15-24 years,13.0,288349,4.51,"10,70,10,11,897",3863.0
223,Albania,2007,female,25-34 years,8.0,183629,4.36,"10,70,10,11,897",3863.0
224,Albania,2007,female,55-74 years,9.0,221120,4.07,"10,70,10,11,897",3863.0
225,Albania,2007,female,35-54 years,14.0,391811,3.57,"10,70,10,11,897",3863.0
226,Albania,2007,male,05-14 years,4.0,272497,1.47,"10,70,10,11,897",3863.0
227,Albania,2007,female,05-14 years,0.0,256808,0.0,"10,70,10,11,897",3863.0
228,Albania,2008,male,25-34 years,21.0,172855,12.15,"12,88,13,52,688",4672.0
229,Albania,2008,male,35-54 years,37.0,377119,9.81,"12,88,13,52,688",4672.0
230,Albania,2008,male,55-74 years,21.0,228672,9.18,"12,88,13,52,688",4672.0
231,Albania,2008,female,75+ years,5.0,59369,8.42,"12,88,13,52,688",4672.0
232,Albania,2008,female,15-24 years,20.0,276073,7.24,"12,88,13,52,688",4672.0
233,Albania,2008,female,25-34 years,9.0,182663,4.93,"12,88,13,52,688",4672.0
234,Albania,2008,female,35-54 years,19.0,393832,4.82,"12,88,13,52,688",4672.0
235,Albania,2008,male,75+ years,2.0,44574,4.49,"12,88,13,52,688",4672.0
236,Albania,2008,male,15-24 years,11.0,286702,3.84,"12,88,13,52,688",4672.0
237,Albania,2008,female,55-74 years,7.0,226448,3.09,"12,88,13,52,688",4672.0
238,Albania,2008,male,05-14 years,7.0,262464,2.67,"12,88,13,52,688",4672.0
239,Albania,2008,female,05-14 years,1.0,246288,0.41,"12,88,13,52,688",4672.0
240,Albania,2009,female,15-24 years,0.0,270003,0.0,"12,04,42,12,904",4387.0
241,Albania,2009,female,25-34 years,0.0,182712,0.0,"12,04,42,12,904",4387.0
242,Albania,2009,female,35-54 years,0.0,394286,0.0,"12,04,42,12,904",4387.0
243,Albania,2009,female,05-14 years,0.0,236174,0.0,"12,04,42,12,904",4387.0
244,Albania,2009,female,55-74 years,0.0,233302,0.0,"12,04,42,12,904",4387.0
245,Albania,2009,female,75+ years,0.0,61582,0.0,"12,04,42,12,904",4387.0
246,Albania,2009,male,15-24 years,0.0,283448,0.0,"12,04,42,12,904",4387.0
247,Albania,2009,male,25-34 years,0.0,174955,0.0,"12,04,42,12,904",4387.0
248,Albania,2009,male,35-54 years,0.0,374365,0.0,"12,04,42,12,904",4387.0
249,Albania,2009,male,05-14 years,0.0,253007,0.0,"12,04,42,12,904",4387.0
250,Albania,2009,male,55-74 years,0.0,234570,0.0,"12,04,42,12,904",4387.0
251,Albania,2009,male,75+ years,0.0,47331,0.0,"12,04,42,12,904",4387.0
252,Albania,2010,male,55-74 years,20.0,241852,8.27,"11,92,69,53,259",4359.0
253,Albania,2010,male,35-54 years,20.0,371611,5.38,"11,92,69,53,259",4359.0
254,Albania,2010,male,25-34 years,9.0,179720,5.01,"11,92,69,53,259",4359.0
255,Albania,2010,male,75+ years,2.0,50767,3.94,"11,92,69,53,259",4359.0
256,Albania,2010,male,15-24 years,10.0,279508,3.58,"11,92,69,53,259",4359.0
257,Albania,2010,female,25-34 years,6.0,183579,3.27,"11,92,69,53,259",4359.0
258,Albania,2010,female,75+ years,2.0,64415,3.1,"11,92,69,53,259",4359.0
259,Albania,2010,female,35-54 years,12.0,394593,3.04,"11,92,69,53,259",4359.0
260,Albania,2010,female,55-74 years,7.0,241491,2.9,"11,92,69,53,259",4359.0
261,Albania,2010,female,15-24 years,6.0,263581,2.28,"11,92,69,53,259",4359.0
262,Albania,2010,female,05-14 years,2.0,223969,0.89,"11,92,69,53,259",4359.0
263,Albania,2010,male,05-14 years,0.0,240939,0.0,"11,92,69,53,259",4359.0
264,Antigua and Barbuda,1985,female,15-24 years,0.0,7709,0.0,"24,09,23,926",3850.0
265,Antigua and Barbuda,1985,female,25-34 years,0.0,6344,0.0,"24,09,23,926",3850.0
266,Antigua and Barbuda,1985,female,35-54 years,0.0,6173,0.0,"24,09,23,926",3850.0
267,Antigua and Barbuda,1985,female,05-14 years,0.0,7339,0.0,"24,09,23,926",3850.0
268,Antigua and Barbuda,1985,female,55-74 years,0.0,3778,0.0,"24,09,23,926",3850.0
269,Antigua and Barbuda,1985,female,75+ years,0.0,949,0.0,"24,09,23,926",3850.0
270,Antigua and Barbuda,1985,male,15-24 years,0.0,7667,0.0,"24,09,23,926",3850.0
271,Antigua and Barbuda,1985,male,25-34 years,0.0,6194,0.0,"24,09,23,926",3850.0
272,Antigua and Barbuda,1985,male,35-54 years,0.0,5970,0.0,"24,09,23,926",3850.0
273,Antigua and Barbuda,1985,male,05-14 years,0.0,7304,0.0,"24,09,23,926",3850.0
274,Antigua and Barbuda,1985,male,55-74 years,0.0,2723,0.0,"24,09,23,926",3850.0
275,Antigua and Barbuda,1985,male,75+ years,0.0,424,0.0,"24,09,23,926",3850.0
276,Antigua and Barbuda,1986,female,15-24 years,0.0,7668,0.0,"29,04,40,148",4740.0
277,Antigua and Barbuda,1986,female,25-34 years,0.0,6209,0.0,"29,04,40,148",4740.0
278,Antigua and Barbuda,1986,female,35-54 years,0.0,6101,0.0,"29,04,40,148",4740.0
279,Antigua and Barbuda,1986,female,05-14 years,0.0,6907,0.0,"29,04,40,148",4740.0
280,Antigua and Barbuda,1986,female,55-74 years,0.0,3764,0.0,"29,04,40,148",4740.0
281,Antigua and Barbuda,1986,female,75+ years,0.0,1014,0.0,"29,04,40,148",4740.0
282,Antigua and Barbuda,1986,male,15-24 years,0.0,7563,0.0,"29,04,40,148",4740.0
283,Antigua and Barbuda,1986,male,25-34 years,0.0,6023,0.0,"29,04,40,148",4740.0
284,Antigua and Barbuda,1986,male,35-54 years,0.0,5947,0.0,"29,04,40,148",4740.0
285,Antigua and Barbuda,1986,male,05-14 years,0.0,6827,0.0,"29,04,40,148",4740.0
286,Antigua and Barbuda,1986,male,55-74 years,0.0,2771,0.0,"29,04,40,148",4740.0
287,Antigua and Barbuda,1986,male,75+ years,0.0,476,0.0,"29,04,40,148",4740.0
288,Antigua and Barbuda,1987,female,15-24 years,0.0,7583,0.0,"33,71,74,852",5595.0
289,Antigua and Barbuda,1987,female,25-34 years,0.0,6101,0.0,"33,71,74,852",5595.0
290,Antigua and Barbuda,1987,female,35-54 years,0.0,6059,0.0,"33,71,74,852",5595.0
291,Antigua and Barbuda,1987,female,05-14 years,0.0,6623,0.0,"33,71,74,852",5595.0
292,Antigua and Barbuda,1987,female,55-74 years,0.0,3738,0.0,"33,71,74,852",5595.0
293,Antigua and Barbuda,1987,female,75+ years,0.0,1081,0.0,"33,71,74,852",5595.0
294,Antigua and Barbuda,1987,male,15-24 years,0.0,7421,0.0,"33,71,74,852",5595.0
295,Antigua and Barbuda,1987,male,25-34 years,0.0,5893,0.0,"33,71,74,852",5595.0
296,Antigua and Barbuda,1987,male,35-54 years,0.0,5927,0.0,"33,71,74,852",5595.0
297,Antigua and Barbuda,1987,male,05-14 years,0.0,6499,0.0,"33,71,74,852",5595.0
298,Antigua and Barbuda,1987,male,55-74 years,0.0,2798,0.0,"33,71,74,852",5595.0
299,Antigua and Barbuda,1987,male,75+ years,0.0,538,0.0,"33,71,74,852",5595.0
300,Antigua and Barbuda,1988,female,15-24 years,0.0,7413,0.0,"39,86,37,741",6693.0
301,Antigua and Barbuda,1988,female,25-34 years,0.0,6041,0.0,"39,86,37,741",6693.0
302,Antigua and Barbuda,1988,female,35-54 years,0.0,6021,0.0,"39,86,37,741",6693.0
303,Antigua and Barbuda,1988,female,05-14 years,0.0,6527,0.0,"39,86,37,741",6693.0
304,Antigua and Barbuda,1988,female,55-74 years,0.0,3708,0.0,"39,86,37,741",6693.0
305,Antigua and Barbuda,1988,female,75+ years,0.0,1141,0.0,"39,86,37,741",6693.0
306,Antigua and Barbuda,1988,male,15-24 years,0.0,7209,0.0,"39,86,37,741",6693.0
307,Antigua and Barbuda,1988,male,25-34 years,0.0,5826,0.0,"39,86,37,741",6693.0
308,Antigua and Barbuda,1988,male,35-54 years,0.0,5907,0.0,"39,86,37,741",6693.0
309,Antigua and Barbuda,1988,male,05-14 years,0.0,6355,0.0,"39,86,37,741",6693.0
310,Antigua and Barbuda,1988,male,55-74 years,0.0,2813,0.0,"39,86,37,741",6693.0
311,Antigua and Barbuda,1988,male,75+ years,0.0,603,0.0,"39,86,37,741",6693.0
312,Antigua and Barbuda,1989,female,15-24 years,0.0,7152,0.0,"43,87,94,778",7407.0
313,Antigua and Barbuda,1989,female,25-34 years,0.0,6059,0.0,"43,87,94,778",7407.0
314,Antigua and Barbuda,1989,female,35-54 years,0.0,5969,0.0,"43,87,94,778",7407.0
