,country,year,gender,age,suicides_no,population,suicides_100k_pop,gdp_for_year,gdp_per_capita
30538,"China, Hong Kong SAR",2019,female,25-34 years,48.0,1407745000,0.0,1.43E+13,10143.83817
30539,Colombia,2019,female,25-34 years,115.0,50187406,0.229141151,3.23E+11,6424.979492
30540,Costa Rica,2019,female,25-34 years,13.0,5084532,0.255677415,64072870932,12693.82796
30541,Croatia,2019,female,25-34 years,9.0,4065253,0.221388435,62246206341,15311.7669
30542,Cuba,2019,female,25-34 years,5.0,11316697,0.044182503,1.03E+11,9125.878679
30543,Cyprus,2019,female,25-34 years,1.0,1228836,0.0,25758357775,29206.07672
30544,Czechia,2019,female,25-34 years,24.0,10671870,0.224890296,2.52E+11,23660.14881
30545,Denmark,2019,female,25-34 years,11.0,5814422,0.0,3.48E+11,59775.7351
30546,Dominican Republic,2019,female,25-34 years,24.0,10881882,0.0,88941299734,8282.117131
30547,Ecuador,2019,female,25-34 years,43.0,17343740,0.247928071,1.08E+11,6222.524653
30548,Egypt,2019,female,25-34 years,2.0,105618671,0.001893605,3.03E+11,3019.092283
30549,El Salvador,2019,female,25-34 years,19.0,6280217,0.0,26896660000,4167.730939
30550,Estonia,2019,female,25-34 years,3.0,1326898,0.226091229,31045591753,23397.12001
30551,Finland,2019,female,25-34 years,22.0,5521606,0.398434803,2.69E+11,48628.64176
30552,Georgia,2019,female,25-34 years,2.0,3720161,0.053761114,17477255562,4697.983652
30553,Germany,2019,female,25-34 years,160.0,83092962,0.192555418,3.89E+12,46794.89929
30554,Greece,2019,female,25-34 years,14.0,10721582,0.130577745,2.05E+11,19133.75776
30555,Grenada,2019,female,25-34 years,0.0,122724,0.0,1212694407,10827.43529
30556,Guatemala,2019,female,25-34 years,32.0,16604026,0.192724343,77020015201,4638.634943
30557,Hungary,2019,female,25-34 years,16.0,9771141,0.163747509,1.64E+11,16735.65978
30558,Iceland,2019,female,25-34 years,0.0,360563,0.0,24857740445,68941.46223
30559,Ireland,2019,female,25-34 years,21.0,4934340,0.0,3.99E+11,80886.61574
30560,Israel,2019,female,25-34 years,15.0,9054000,0.0,3.98E+11,43951.24773
30561,Italy,2019,female,25-34 years,68.0,59729081,0.0,2.01E+12,33641.63375
30562,Japan,2019,female,25-34 years,587.0,126633000,0.463544258,5.15E+12,40777.6087
30563,Jordan,2019,female,25-34 years,0.0,10698683,0.0,44502895915,4405.487109
30564,Kazakhstan,2019,female,25-34 years,80.0,18513673,0.432113066,1.82E+11,9812.595808
30565,Kuwait,2019,female,25-34 years,6.0,4441100,0.135101664,1.36E+11,32373.25112
30566,Kyrgyzstan,2019,female,25-34 years,13.0,6456200,0.201356835,8871026074,1374.032105
30567,Latvia,2019,female,25-34 years,5.0,1913822,0.261257317,34308783825,17926.84159
30568,Lebanon,2019,female,25-34 years,3.0,5781907,0.051885995,51953744507,7578.172368
30569,Lithuania,2019,female,25-34 years,10.0,2794137,0.357892258,54697379017,19575.76848
30570,Luxembourg,2019,female,25-34 years,1.0,620001,0.161290062,70195715496,113218.7133
30571,Maldives,2019,female,25-34 years,0.0,504508,0.0,5607762625,10561.61351
30572,Malta,2019,female,25-34 years,1.0,504062,0.0,15215714309,30186.19596
30573,Mauritius,2019,female,25-34 years,3.0,1265711,0.237020931,14045808843,11097.16898
30574,Mexico,2019,female,25-34 years,318.0,125085311,0.254226493,1.27E+12,9950.45008
30575,Montenegro,2019,female,25-34 years,1.0,622028,0.160764467,5542674317,8910.650834
30576,Netherlands,2019,female,25-34 years,76.0,17344874,0.438169802,9.10E+11,52476.27325
30577,Nicaragua,2019,female,25-34 years,18.0,6663924,0.270111124,12611218627,1926.699694
30578,North Macedonia,2019,female,25-34 years,4.0,2076694,0.192613837,12606338449,6070.388054
30579,Panama,2019,female,25-34 years,2.0,4232532,0.047253039,66984427150,15774.25494
30580,Paraguay,2019,female,25-34 years,24.0,6530026,0.367532993,37906944075,5380.963322
30581,Peru,2019,female,25-34 years,24.0,32824861,0.0,2.28E+11,7027.612207
30582,Philippines,2019,female,25-34 years,97.0,110380804,0.087877599,3.77E+11,3485.340844
30583,Poland,2019,female,25-34 years,70.0,37965475,0.184378043,5.97E+11,15732.20313
30584,Portugal,2019,female,25-34 years,18.0,10286263,0.0,2.40E+11,23330.81729
30585,Puerto Rico,2019,female,25-34 years,6.0,3193694,0.0,1.05E+11,32850.54861
30586,Republic of Korea,2019,female,25-34 years,565.0,304404,185.6085991,5.10E+13,45819.48008
30587,Republic of Moldova,2019,female,25-34 years,10.0,106669,0.0,1.41E+12,1489.822323
30588,Romania,2019,female,25-34 years,11.0,19371648,0.056784018,2.50E+11,12899.34611
30589,Russian Federation,2019,female,25-34 years,395.0,144406261,0.273533846,1.69E+12,11497.64925
30590,Saint Vincent and the Grenadines,2019,female,25-34 years,0.0,16000781,0.0,23306213742,1430.148259
30591,Serbia,2019,female,25-34 years,11.0,6945235,0.15838197,51514222382,7417.203649
30592,Seychelles,2019,female,25-34 years,0.0,97625,0.0,1582841059,16213.48076
30593,Singapore,2019,female,25-34 years,12.0,5703569,0.210394579,3.74E+11,65640.70795
30594,Slovakia,2019,female,25-34 years,8.0,41608,19.22707172,1.05E+11,19303.54566
30595,Slovenia,2019,female,25-34 years,6.0,2088385,0.287303347,54178877606,25942.95477
30596,South Africa,2019,female,25-34 years,24.0,58087055,0.0,3.88E+11,6624.761865
30597,Spain,2019,female,25-34 years,67.0,47134837,0.142145394,1.39E+12,29555.3157
30598,Sweden,2019,female,25-34 years,45.0,10278887,0.0,5.34E+11,51939.42974
30599,Switzerland,2019,female,25-34 years,27.0,8575280,0.0,7.32E+11,85334.51946
30600,Tajikistan,2019,female,25-34 years,25.0,9337003,0.0,8300784857,890.5444024
30601,Thailand,2019,female,25-34 years,136.0,71307763,0.190722573,5.44E+11,7817.009671
30602,Turkey,2019,female,25-34 years,163.0,83481684,0.19525241,7.61E+11,9121.515167
30603,Ukraine,2019,female,25-34 years,148.0,44386203,0.333436947,1.54E+11,3661.456204
30604,United Kingdom,2019,female,25-34 years,223.0,66836327,0.33365089,2.88E+12,43070.49836
30605,United States of America,2019,female,25-34 years,1495.0,328329953,0.455334637,2.14E+13,65279.52903
30606,Uruguay,2019,female,25-34 years,23.0,3428409,0.670865116,61231149881,17688.01501
30607,Uzbekistan,2019,female,25-34 years,212.0,33580350,0.631321591,59907674027,1784.009816
30608,Antigua and Barbuda,2018,female,25-34 years,0.0,91626,0.0,1605944444,16679.59166
30609,Argentina,2018,female,25-34 years,118.0,44494502,0.265201305,5.25E+11,11795.15939
30610,Armenia,2018,female,25-34 years,1.0,2836557,0.035254007,12457941907,4220.540321
30611,Australia,2018,female,25-34 years,126.0,24966643,0.504673376,1.43E+12,57180.7794
30612,Austria,2018,female,25-34 years,22.0,8840521,0.248854112,4.55E+11,51461.43322
30613,Belarus,2018,female,25-34 years,40.0,9438785,0.423783358,60031262269,6360.062473
30614,Belgium,2018,female,25-34 years,47.0,11427054,0.411304611,5.43E+11,47519.5531
30615,Brazil,2018,female,25-34 years,463.0,210166592,0.220301426,1.92E+12,9151.381732
30616,Brunei Darussalam,2018,female,25-34 years,1.0,434274,0.230269369,13567351175,31628.47626
30617,Bulgaria,2018,female,25-34 years,17.0,7025037,0.241991608,66363422450,9446.700772
30618,Canada,2018,female,25-34 years,144.0,37065084,0.388505797,1.73E+12,46548.52036
30619,Chile,2018,female,25-34 years,70.0,18701450,0.374302527,2.98E+11,15888.14436
30620,"China, Hong Kong SAR",2018,female,25-34 years,48.0,1402760000,0.0,1.39E+13,9905.342004
30621,Colombia,2018,female,25-34 years,99.0,49276961,0.200905247,3.34E+11,6729.583332
30622,Costa Rica,2018,female,25-34 years,16.0,5040734,0.317414091,62420165100,12485.4239
30623,Croatia,2018,female,25-34 years,9.0,4087843,0.0,62247874949,15227.5601
30624,Cuba,2018,female,25-34 years,23.0,11328244,0.20303235,1.00E+11,8824.194008
30625,Cyprus,2018,female,25-34 years,2.0,1218831,0.164091658,25522671233,29334.11093
30626,Czechia,2018,female,25-34 years,24.0,10629928,0.225777635,2.49E+11,23419.73561
30627,Denmark,2018,female,25-34 years,9.0,5793636,0.155342862,3.57E+11,61591.92887
30628,Dominican Republic,2018,female,25-34 years,26.0,10765531,0.241511543,85555378043,8050.644076
30629,Ecuador,2018,female,25-34 years,41.0,17015672,0.240954339,1.08E+11,6295.934662
30630,Egypt,2018,female,25-34 years,5.0,103740765,0.004819706,2.50E+11,2537.125185
30631,El Salvador,2018,female,25-34 years,6.0,6276342,0.095597085,26020850000,4052.624775
30632,Estonia,2018,female,25-34 years,6.0,1321977,0.453865688,30474612057,23052.30126
30633,Finland,2018,female,25-34 years,32.0,5515525,0.580180491,2.76E+11,49964.49991
30634,Georgia,2018,female,25-34 years,6.0,3726549,0.161006873,17599700091,4722.787783
30635,Germany,2018,female,25-34 years,170.0,82905782,0.205052043,3.98E+12,47950.18081
30636,Greece,2018,female,25-34 years,10.0,10732882,0.09317162,2.12E+11,19747.34258
30637,Grenada,2018,female,25-34 years,0.0,121838,0.0,1166523556,10466.88221
30638,Guatemala,2018,female,25-34 years,31.0,16346950,0.189637822,73208583759,4478.424646
30639,Hungary,2018,female,25-34 years,26.0,9775564,0.265969309,1.61E+11,16427.37276
30640,Iceland,2018,female,25-34 years,0.0,352721,0.0,26267063758,74469.80406
30641,Ireland,2018,female,25-34 years,15.0,4867316,0.30817806,3.85E+11,79068.97461
30642,Israel,2018,female,25-34 years,20.0,8882800,0.225154231,3.74E+11,42063.45313
30643,Italy,2018,female,25-34 years,68.0,60421760,0.0,2.09E+12,34605.26273
30644,Japan,2018,female,25-34 years,613.0,126811000,0.483396551,5.04E+12,39808.16856
30645,Jordan,2018,female,25-34 years,0.0,10459865,0.0,42932112676,4308.151074
30646,Kazakhstan,2018,female,25-34 years,99.0,18276452,0.541680628,1.79E+11,9812.626371
30647,Kuwait,2018,female,25-34 years,6.0,4317185,0.138979451,1.38E+11,33399.06044
30648,Kyrgyzstan,2018,female,25-34 years,16.0,6322800,0.253052445,8271108638,1308.140165
30649,Latvia,2018,female,25-34 years,3.0,1927174,0.155668352,34412210812,17856.30712
30650,Lebanon,2018,female,25-34 years,3.0,5950839,0.0,55276157552,8058.444337
30651,Lithuania,2018,female,25-34 years,7.0,2801543,0.249862308,53724663843,19176.81215
30652,Luxembourg,2018,female,25-34 years,0.0,607950,0.0,71250208996,117197.4817
30653,Maldives,2018,female,25-34 years,0.0,489758,0.0,5300962660,10279.07998
30654,Malta,2018,female,25-34 years,1.0,484630,0.0,14864712990,30672.29224
30655,Mauritius,2018,female,25-34 years,8.0,1265303,0.632259625,14181951059,11208.34382
30656,Mexico,2018,female,25-34 years,278.0,124013861,0.22416849,1.22E+12,9686.984927
30657,Montenegro,2018,female,25-34 years,2.0,622227,0.0,5504166667,8845.914219
30658,Netherlands,2018,female,25-34 years,80.0,17231624,0.464262684,9.14E+11,53018.62936
30659,Nicaragua,2018,female,25-34 years,10.0,6572233,0.152155287,13025239912,2014.575189
30660,North Macedonia,2018,female,25-34 years,1.0,2076217,0.048164522,12683070061,6108.740108
30661,Panama,2018,female,25-34 years,0.0,4165255,0.0,64929409212,15544.99908
30662,Paraguay,2018,female,25-34 years,21.0,6443328,0.325918532,40225448341,5782.78455
30663,Peru,2018,female,25-34 years,33.0,32203944,0.102471921,2.23E+11,6957.793411
30664,Philippines,2018,female,25-34 years,97.0,108568836,0.089344239,3.47E+11,3252.110274
30665,Poland,2018,female,25-34 years,60.0,37974750,0.157999724,5.87E+11,15468.48222
30666,Portugal,2018,female,25-34 years,17.0,10283822,0.16530819,2.42E+11,23551.04829
30667,Puerto Rico,2018,female,25-34 years,6.0,3193354,0.0,1.01E+11,31604.70151
30668,Republic of Korea,2018,female,25-34 years,513.0,297298,172.5541376,5.05E+13,45492.80202
30669,Republic of Moldova,2018,female,25-34 years,6.0,107001,5.60742423,1.34E+12,1462.374181
30670,Romania,2018,female,25-34 years,30.0,19473970,0.154051793,2.41E+11,12398.98198
30671,Russian Federation,2018,female,25-34 years,436.0,144477859,0.301776343,1.66E+12,11287.35528
30672,Saint Vincent and the Grenadines,2018,female,25-34 years,0.0,15574909,0.0,23116699808,1458.069093
30673,Serbia,2018,female,25-34 years,11.0,6982604,0.157534353,50640650221,7252.401858
30674,Seychelles,2018,female,25-34 years,0.0,96762,0.0,1547690759,15994.81986
30675,Singapore,2018,female,25-34 years,11.0,5638676,0.195081257,3.76E+11,66679.04649
30676,Slovakia,2018,female,25-34 years,7.0,40895,17.11700697,1.06E+11,19380.51351
30677,Slovenia,2018,female,25-34 years,6.0,2073894,0.289310833,54137142149,26104.10279
30678,South Africa,2018,female,25-34 years,19.0,57339635,0.033135893,4.05E+11,7005.095413
30679,Spain,2018,female,25-34 years,58.0,46797754,0.123937572,1.42E+12,30349.7521
30680,Sweden,2018,female,25-34 years,62.0,10175214,0.609323794,5.55E+11,54589.06039
30681,Switzerland,2018,female,25-34 years,32.0,8514329,0.375837015,7.36E+11,86388.40495
30682,Tajikistan,2018,female,25-34 years,25.0,9128132,0.0,7765014424,853.2188734
30683,Thailand,2018,female,25-34 years,117.0,71127802,0.164492641,5.07E+11,7296.879608
30684,Turkey,2018,female,25-34 years,84.0,82809304,0.0,7.78E+11,9454.348443
30685,Ukraine,2018,female,25-34 years,134.0,44622518,0.300296814,1.31E+11,3096.561697
30686,United Kingdom,2018,female,25-34 years,193.0,66460344,0.290398738,2.90E+12,43646.95197
30687,United States of America,2018,female,25-34 years,1495.0,326838199,0.457412874,2.06E+13,63064.41841
30688,Uruguay,2018,female,25-34 years,18.0,3427042,0.525234298,64515038268,18703.86029
30689,Uzbekistan,2018,female,25-34 years,191.0,32956100,0.579558868,52633143808,1597.068337
30690,Antigua and Barbuda,2017,female,25-34 years,0.0,91119,0.0,1467977778,15383.5764
30691,Argentina,2017,female,25-34 years,109.0,44044811,0.247475236,6.44E+11,14613.04182
30692,Armenia,2017,female,25-34 years,2.0,2851923,0.070128121,11527458566,3914.527854
30693,Australia,2017,female,25-34 years,140.0,24594202,0.569239856,1.33E+12,53934.25018
30694,Austria,2017,female,25-34 years,24.0,8797566,0.272802727,4.16E+11,47312.00623
30695,Belarus,2017,female,25-34 years,46.0,9458989,0.0,54726595249,5785.670673
30696,Belgium,2017,female,25-34 years,44.0,11375158,0.386807814,5.02E+11,44089.31009
30697,Brazil,2017,female,25-34 years,460.0,208504960,0.220618253,2.06E+12,9928.675897
30698,Brunei Darussalam,2017,female,25-34 years,0.0,430276,0.0,12128104859,28571.60829
30699,Bulgaria,2017,female,25-34 years,5.0,7075947,0.07066192,59199447421,8366.293221
30700,Canada,2017,female,25-34 years,156.0,36545236,0.426868224,1.65E+12,45129.35644
30701,Chile,2017,female,25-34 years,61.0,18368577,0.332088871,2.77E+11,14998.81706
30702,"China, Hong Kong SAR",2017,female,25-34 years,48.0,1396215000,0.003437866,1.23E+13,8816.986905
30703,Colombia,2017,female,25-34 years,109.0,48351671,0.225431713,3.12E+11,6376.706716
30704,Costa Rica,2017,female,25-34 years,14.0,4993842,0.280345273,60516043590,12225.57449
30705,Croatia,2017,female,25-34 years,8.0,4124531,0.193961447,56214427431,13629.28959
30706,Cuba,2017,female,25-34 years,20.0,11336405,0.176422772,96851000000,8541.213686
30707,Cyprus,2017,female,25-34 years,0.0,1208523,0.0,22870833710,26608.87509
30708,Czechia,2017,female,25-34 years,25.0,10594438,0.235972876,2.19E+11,20636.19995
30709,Denmark,2017,female,25-34 years,13.0,5764980,0.225499481,3.32E+11,57610.09818
30710,Dominican Republic,2017,female,25-34 years,21.0,10647244,0.197234139,79997975622,7609.353275
30711,Ecuador,2017,female,25-34 years,56.0,16696944,0.335390716,1.04E+11,6213.503127
30712,Egypt,2017,female,25-34 years,3.0,101789386,0.002947262,2.36E+11,2444.290387
30713,El Salvador,2017,female,25-34 years,13.0,6266654,0.207447228,24979190000,3910.254403
30714,Estonia,2017,female,25-34 years,4.0,1317384,0.303632047,26857880622,20387.28315
30715,Finland,2017,female,25-34 years,30.0,5508214,0.544641149,2.55E+11,46297.49635
30716,Georgia,2017,female,25-34 years,2.0,3728004,0.053648011,16242916916,4357.000936
30717,Germany,2017,female,25-34 years,162.0,82657002,0.195990655,3.68E+12,44542.2952
30718,Greece,2017,female,25-34 years,9.0,10754679,0.083684506,1.99E+11,18536.19072
30719,Grenada,2017,female,25-34 years,0.0,120921,0.0,1125685185,10152.83281
30720,Guatemala,2017,female,25-34 years,21.0,16087418,0.130536796,71654134379,4454.04815
30721,Hungary,2017,female,25-34 years,14.0,9787966,0.143032781,1.43E+11,14623.69665
30722,Iceland,2017,female,25-34 years,0.0,343400,0.0,24728285177,72010.14903
30723,Ireland,2017,female,25-34 years,21.0,4807388,0.0,3.35E+11,69601.68388
30724,Israel,2017,female,25-34 years,17.0,8713300,0.195104036,3.55E+11,40774.12961
30725,Italy,2017,female,25-34 years,63.0,60536709,0.104069086,1.96E+12,32326.67421
30726,Japan,2017,female,25-34 years,632.0,126972000,0.497747535,4.93E+12,38891.08627
30727,Jordan,2017,female,25-34 years,1.0,10215381,0.00978916,41408960845,4231.51828
30728,Kazakhstan,2017,female,25-34 years,113.0,18037776,0.626463041,1.67E+11,9247.581331
30729,Kuwait,2017,female,25-34 years,11.0,4124904,0.266672873,1.21E+11,29759.46747
30730,Kyrgyzstan,2017,female,25-34 years,21.0,6198200,0.338808041,7702934800,1242.769643
30731,Latvia,2017,female,25-34 years,7.0,1942248,0.360407116,30408509602,15656.34749
30732,Lebanon,2017,female,25-34 years,3.0,6109252,0.0,53324800959,7819.60467
30733,Lithuania,2017,female,25-34 years,13.0,2828403,0.459623328,47640770634,16843.69965
30734,Luxembourg,2017,female,25-34 years,2.0,596336,0.335381396,65549868207,109921.0314
30735,Maldives,2017,female,25-34 years,0.0,472442,0.0,4754175869,9577.346946
30736,Malta,2017,female,25-34 years,2.0,467999,0.42735134,13221298308,28250.69777
30737,Mauritius,2017,female,25-34 years,4.0,1264613,0.3163023,13259351418,10484.90836
30738,Mexico,2017,female,25-34 years,259.0,122839258,0.210844647,1.16E+12,9287.849587
30739,Montenegro,2017,female,25-34 years,4.0,622373,0.642701403,4844592067,7784.06529
30740,Netherlands,2017,female,25-34 years,53.0,17131296,0.309375309,8.32E+11,48554.99228
30741,Nicaragua,2017,female,25-34 years,18.0,6480532,0.277754974,13785876629,2159.156714
30742,North Macedonia,2017,female,25-34 years,1.0,2074502,0.04820434,11307058382,5450.492881
30743,Panama,2017,female,25-34 years,2.0,4096063,0.048827374,62202725204,15146.40851
30744,Paraguay,2017,female,25-34 years,16.0,6355404,0.251754255,38997129474,5678.869972
30745,Peru,2017,female,25-34 years,15.0,31605486,0.047460115,2.11E+11,6710.507602
30746,Philippines,2017,female,25-34 years,105.0,106738501,0.098371252,3.28E+11,3123.245642
30747,Poland,2017,female,25-34 years,61.0,37974826,0.160632731,5.27E+11,13864.68176
30748,Portugal,2017,female,25-34 years,15.0,10300300,0.145626826,2.21E+11,21437.3475
30749,Puerto Rico,2017,female,25-34 years,5.0,3325286,0.150363006,1.03E+11,31108.76057
30750,Republic of Korea,2017,female,25-34 years,479.0,290239,165.036401,4.76E+13,43033.4408
30751,Republic of Moldova,2017,female,25-34 years,15.0,107281,13.98197258,1.26E+12,1407.096929
30752,Romania,2017,female,25-34 years,26.0,19588715,0.132729482,2.12E+11,10807.00917
30753,Russian Federation,2017,female,25-34 years,492.0,144496739,0.340492113,1.57E+12,10720.33266
30754,Saint Vincent and the Grenadines,2017,female,25-34 years,0.0,15157793,0.0,20996564752,1361.701972
30755,Serbia,2017,female,25-34 years,0.0,7020858,0.0,44179055280,6292.543629
30756,Seychelles,2017,female,25-34 years,1.0,95843,1.043373016,1528242026,15945.26493
30757,Singapore,2017,female,25-34 years,11.0,5612253,0.195999717,3.43E+11,61176.45636
30758,Slovakia,2017,female,25-34 years,5.0,40574,12.32316262,95157888667,17494.72879
30759,Slovenia,2017,female,25-34 years,4.0,2066388,0.193574488,48469082710,23455.94473
30760,South Africa,2017,female,25-34 years,24.0,56641209,0.042371977,3.81E+11,6690.939847
30761,Spain,2017,female,25-34 years,67.0,46593236,0.143797696,1.31E+12,28100.58624
30762,Sweden,2017,female,25-34 years,60.0,10057698,0.59655798,5.41E+11,53791.50873
30763,Switzerland,2017,female,25-34 years,22.0,8451840,0.260298349,7.04E+11,83352.08865
30764,Tajikistan,2017,female,25-34 years,25.0,8925525,0.280095569,7536439875,848.6723799
30765,Thailand,2017,female,25-34 years,105.0,70898202,0.148099665,4.56E+11,6593.818352
30766,Turkey,2017,female,25-34 years,84.0,82089826,0.0,8.59E+11,10589.66772
30767,Ukraine,2017,female,25-34 years,159.0,44831135,0.354664231,1.12E+11,2638.326055
30768,United Kingdom,2017,female,25-34 years,162.0,66058859,0.245235843,2.70E+12,40857.75558
30769,United States of America,2017,female,25-34 years,1495.0,325122128,0.459827207,1.95E+13,60109.65573
30770,Uruguay,2017,female,25-34 years,21.0,3422200,0.613640348,64233966861,18690.89384
30771,Uzbekistan,2017,female,25-34 years,193.0,32388600,0.595888677,62081323299,1916.764642
30772,Antigua and Barbuda,2020,female,35-54 years,0.0,92664,0.0,1370281481,13992.74448
30773,Argentina,2020,female,35-54 years,165.0,45376763,0.0,3.89E+11,8579.017773
30774,Armenia,2020,female,35-54 years,4.0,2805608,0.0,12641209802,4266.018074
30775,Australia,2020,female,35-54 years,265.0,25655289,1.032925414,1.33E+12,51692.84275
30776,Austria,2020,female,35-54 years,78.0,8916864,0.874746996,4.33E+11,48586.80132
30777,Belarus,2020,female,35-54 years,121.0,9379952,0.0,60258239056,6424.152176
30778,Belgium,2020,female,35-54 years,216.0,11538604,0.0,5.22E+11,45159.34822
30779,Brazil,2020,female,35-54 years,1076.0,213196304,0.0,1.44E+12,6796.844542
30780,Brunei Darussalam,2020,female,35-54 years,0.0,441725,0.0,12005825770,27442.95383
30781,Bulgaria,2020,female,35-54 years,41.0,6934015,0.0,69889347433,10079.20338
30782,Canada,2020,female,35-54 years,368.0,38037204,0.0,1.65E+12,43294.64816
30783,Chile,2020,female,35-54 years,134.0,19300315,0.0,2.53E+11,13231.70421
30784,"China, Hong Kong SAR",2020,female,35-54 years,99.0,1411100000,0.0,1.47E+13,10434.77519
30785,Colombia,2020,female,35-54 years,99.0,50930662,0.0,2.71E+11,5334.556042
30786,Costa Rica,2020,female,35-54 years,24.0,5123105,0.468465901,61846895121,12140.85415
30787,Croatia,2020,female,35-54 years,46.0,4047680,0.0,57203783203,14134.16268
30788,Cuba,2020,female,35-54 years,95.0,11300698,0.0,1.07E+11,9477.852873
30789,Cyprus,2020,female,35-54 years,3.0,1237537,0.0,24612646488,27527.84531
30790,Czechia,2020,female,35-54 years,55.0,10697858,0.514121612,2.45E+11,22931.2746
30791,Denmark,2020,female,35-54 years,54.0,5831404,0.0,3.56E+11,61063.31643
30792,Dominican Republic,2020,female,35-54 years,38.0,10999664,0.0,78844702329,7268.19691
30793,Ecuador,2020,female,35-54 years,48.0,17588595,0.272904118,98808010000,5600.389615
30794,Egypt,2020,female,35-54 years,4.0,107465134,0.0,3.65E+11,3569.206841
30795,El Salvador,2020,female,35-54 years,19.0,6292731,0.0,24638720000,3798.636521
30796,Estonia,2020,female,35-54 years,12.0,1329522,0.902580025,30650285472,23027.027
30797,Finland,2020,female,35-54 years,64.0,5529543,0.0,2.70E+11,48744.98813
30798,Georgia,2020,female,35-54 years,5.0,3722716,0.134310541,15846489611,4266.690795
30799,Germany,2020,female,35-54 years,585.0,83160871,0.703455836,3.85E+12,46208.42947
30800,Greece,2020,female,35-54 years,33.0,10698599,0.0,1.89E+11,17622.541
30801,Grenada,2020,female,35-54 years,0.0,123663,0.0,1042100556,9261.551876
30802,Guatemala,2020,female,35-54 years,31.0,16858333,0.183885322,77604632171,4603.339617
30803,Hungary,2020,female,35-54 years,139.0,9750149,0.0,1.56E+11,15980.74089
30804,Iceland,2020,female,35-54 years,2.0,366463,0.545757689,21718075725,59270.18005
30805,Ireland,2020,female,35-54 years,41.0,4985382,0.0,4.26E+11,85267.76474
30806,Israel,2020,female,35-54 years,26.0,9215100,0.0,4.07E+11,44168.94364
30807,Italy,2020,female,35-54 years,323.0,59438851,0.0,1.89E+12,31714.22095
30808,Japan,2020,female,35-54 years,2017.0,126261000,0.0,5.06E+12,40193.25244
30809,Jordan,2020,female,35-54 years,0.0,10928721,0.0,43697659296,4282.765825
30810,Kazakhstan,2020,female,35-54 years,112.0,18755666,0.597152882,1.71E+11,9122.23343
30811,Kuwait,2020,female,35-54 years,5.0,4360444,0.0,1.06E+11,24811.76971
30812,Kyrgyzstan,2020,female,35-54 years,24.0,6579900,0.0,7735976273,1173.611304
30813,Latvia,2020,female,35-54 years,14.0,1900449,0.736668019,33707320816,17726.25294
30814,Lebanon,2020,female,35-54 years,1.0,5662923,0.0,31735217785,4649.547646
30815,Lithuania,2020,female,35-54 years,27.0,2794885,0.966050482,56546957475,20233.64135
30816,Luxembourg,2020,female,35-54 years,5.0,630419,0.0,73353132794,116014.6025
30817,Maldives,2020,female,35-54 years,0.0,514438,0.0,3742769967,6924.105745
30818,Malta,2020,female,35-54 years,1.0,515332,0.0,14647384608,27884.64283
30819,Mauritius,2020,female,35-54 years,3.0,1265740,0.237015501,10920606198,8627.843157
30820,Mexico,2020,female,35-54 years,356.0,125998302,0.28254349,1.07E+12,8329.271313
30821,Montenegro,2020,female,35-54 years,2.0,621306,0.0,4769860741,7677.152226
30822,Netherlands,2020,female,35-54 years,177.0,17441500,1.014820973,9.14E+11,52397.11671
30823,Nicaragua,2020,female,35-54 years,14.0,6755895,0.0,12621505383,1905.261152
30824,North Macedonia,2020,female,35-54 years,5.0,2072531,0.241250915,12263710123,5917.262575
30825,Panama,2020,female,35-54 years,5.0,4294396,0.0,53977036995,12509.83529
30826,Paraguay,2020,female,35-54 years,18.0,6618695,0.0,35670301496,5001.07276
30827,Peru,2020,female,35-54 years,22.0,33304756,0.0,2.02E+11,6126.87454
30828,Philippines,2020,female,35-54 years,125.0,112190977,0.0,3.61E+11,3298.829586
30829,Poland,2020,female,35-54 years,240.0,37899070,0.0,5.97E+11,15720.99466
30830,Portugal,2020,female,35-54 years,75.0,10297081,0.0,2.29E+11,22176.29671
30831,Puerto Rico,2020,female,35-54 years,15.0,3281538,0.0,1.03E+11,32290.92114
30832,Republic of Korea,2020,female,35-54 years,1543.0,311685,0.0,4.96E+13,44475.18917
30833,Republic of Moldova,2020,female,35-54 years,20.0,106290,0.0,1.29E+12,1332.049211
30834,Romania,2020,female,35-54 years,107.0,19265250,0.0,2.49E+11,12896.08862
30835,Russian Federation,2020,female,35-54 years,1293.0,144073139,0.0,1.48E+12,10126.72179
30836,Saint Vincent and the Grenadines,2020,female,35-54 years,0.0,16436120,0.0,24644234595,1471.830962
30837,Serbia,2020,female,35-54 years,61.0,6899126,0.884169966,53335016425,7720.510572
30838,Seychelles,2020,female,35-54 years,0.0,98462,0.0,1059886364,10764.42042
30839,Singapore,2020,female,35-54 years,30.0,5685807,0.527629587,3.40E+11,59797.75218
30840,Slovakia,2020,female,35-54 years,26.0,42310,0.0,1.05E+11,19266.51357
30841,Slovenia,2020,female,35-54 years,16.0,2102419,0.76102813,53589609581,25517.33067
30842,South Africa,2020,female,35-54 years,23.0,58801927,0.0,3.35E+11,5655.867654
30843,Spain,2020,female,35-54 years,361.0,47365655,0.762155617,1.28E+12,27063.19392
30844,Sweden,2020,female,35-54 years,113.0,10353442,0.0,5.41E+11,52274.40879
30845,Switzerland,2020,female,35-54 years,99.0,8638167,0.0,7.52E+11,87097.03645
30846,Tajikistan,2020,female,35-54 years,7.0,9543207,0.0,8194150302,859.1379611
